,indices,scores,path,label
0,96,0.7381505928541484,../Dataset/Horw/Horw_7789.jpg,Horw
1,189,0.742531368885821,../Dataset/Rotkreuz/Rotkreuz_9975.jpg,Rotkreuz
2,188,0.7528881167094045,../Dataset/Rotkreuz/Rotkreuz_2552.JPG,Rotkreuz
3,54,0.7652581304320051,../Dataset/Horw/Horw_2403.JPG,Horw
4,102,0.7676264541506336,../Dataset/Rotkreuz/Rotkreuz_2457.JPG,Rotkreuz
5,48,0.7715634310272071,../Dataset/Horw/Horw_2396.JPG,Horw
6,53,0.7723428691721534,../Dataset/Horw/Horw_2402.JPG,Horw
7,109,0.7723428691721534,../Dataset/Rotkreuz/Rotkreuz_2465.JPG,Rotkreuz
8,61,0.7780827809471643,../Dataset/Horw/Horw_2414.JPG,Horw
9,143,0.7814576467899202,../Dataset/Rotkreuz/Rotkreuz_2503.JPG,Rotkreuz
10,22,0.7843012647926348,../Dataset/Horw/Horw_2370.JPG,Horw
11,10,0.7848277383869194,../Dataset/Horw/Horw_2358.JPG,Horw
12,87,0.7848277383869194,../Dataset/Horw/Horw_2443.JPG,Horw
13,174,0.788542363065118,../Dataset/Rotkreuz/Rotkreuz_2535.JPG,Rotkreuz
14,90,0.7896841151873744,../Dataset/Horw/Horw_2446.JPG,Horw
15,5,0.7958241208047622,../Dataset/Horw/Horw_2353.JPG,Horw
16,89,0.7984971223747042,../Dataset/Horw/Horw_2445.JPG,Horw
17,68,0.799552211132046,../Dataset/Horw/Horw_2423.JPG,Horw
18,34,0.8018872027258279,../Dataset/Horw/Horw_2382.JPG,Horw
19,126,0.8018872027258279,../Dataset/Rotkreuz/Rotkreuz_2484.JPG,Rotkreuz
20,59,0.8043786092670215,../Dataset/Horw/Horw_2412.JPG,Horw
21,17,0.805700618456259,../Dataset/Horw/Horw_2365.JPG,Horw
22,150,0.805700618456259,../Dataset/Rotkreuz/Rotkreuz_2510.JPG,Rotkreuz
23,159,0.8110304490216945,../Dataset/Rotkreuz/Rotkreuz_2519.JPG,Rotkreuz
24,175,0.8142072149186177,../Dataset/Rotkreuz/Rotkreuz_2536.JPG,Rotkreuz
25,176,0.8142072149186177,../Dataset/Rotkreuz/Rotkreuz_2537.JPG,Rotkreuz
26,56,0.8170071054466191,../Dataset/Horw/Horw_2407.JPG,Horw
27,63,0.8198393421462714,../Dataset/Horw/Horw_2417.JPG,Horw
28,122,0.8211162441866893,../Dataset/Rotkreuz/Rotkreuz_2478.JPG,Rotkreuz
29,0,0.8224596251947047,../Dataset/Horw/Horw_0517.jpg,Horw
30,35,0.8235280260349911,../Dataset/Horw/Horw_2383.JPG,Horw
31,73,0.8235280260349911,../Dataset/Horw/Horw_2429.JPG,Horw
32,115,0.8259574931661657,../Dataset/Rotkreuz/Rotkreuz_2471.JPG,Rotkreuz
33,6,0.8276330895806681,../Dataset/Horw/Horw_2354.JPG,Horw
34,88,0.8276330895806681,../Dataset/Horw/Horw_2444.JPG,Horw
35,72,0.8309570062579842,../Dataset/Horw/Horw_2428.JPG,Horw
36,62,0.8321334897721903,../Dataset/Horw/Horw_2415.JPG,Horw
37,11,0.8334116012685183,../Dataset/Horw/Horw_2359.JPG,Horw
38,78,0.8334116012685183,../Dataset/Horw/Horw_2434.JPG,Horw
39,165,0.8353202535831239,../Dataset/Rotkreuz/Rotkreuz_2525.JPG,Rotkreuz
40,21,0.8362831317227831,../Dataset/Horw/Horw_2369.JPG,Horw
41,149,0.8362831317227831,../Dataset/Rotkreuz/Rotkreuz_2509.JPG,Rotkreuz
42,156,0.8388697187534015,../Dataset/Rotkreuz/Rotkreuz_2516.JPG,Rotkreuz
43,144,0.8398278798983978,../Dataset/Rotkreuz/Rotkreuz_2504.JPG,Rotkreuz
44,180,0.8407992070420506,../Dataset/Rotkreuz/Rotkreuz_2542.JPG,Rotkreuz
45,184,0.8419281246184349,../Dataset/Rotkreuz/Rotkreuz_2546.JPG,Rotkreuz
46,26,0.8422809504484025,../Dataset/Horw/Horw_2374.JPG,Horw
47,28,0.8422809504484025,../Dataset/Horw/Horw_2376.JPG,Horw
48,185,0.8463054565239725,../Dataset/Rotkreuz/Rotkreuz_2547.JPG,Rotkreuz
49,164,0.8471029391410753,../Dataset/Rotkreuz/Rotkreuz_2524.JPG,Rotkreuz
50,33,0.8480879258812304,../Dataset/Horw/Horw_2381.JPG,Horw
51,152,0.8480879258812304,../Dataset/Rotkreuz/Rotkreuz_2512.JPG,Rotkreuz
52,13,0.8499152421104804,../Dataset/Horw/Horw_2361.JPG,Horw
53,116,0.8506431981861947,../Dataset/Rotkreuz/Rotkreuz_2472.JPG,Rotkreuz
54,105,0.8519913672478993,../Dataset/Rotkreuz/Rotkreuz_2460.JPG,Rotkreuz
55,49,0.8527639178710348,../Dataset/Horw/Horw_2398.JPG,Horw
56,85,0.8534808695218721,../Dataset/Horw/Horw_2441.JPG,Horw
57,142,0.8534808695218721,../Dataset/Rotkreuz/Rotkreuz_2502.JPG,Rotkreuz
58,157,0.8548661850719605,../Dataset/Rotkreuz/Rotkreuz_2517.JPG,Rotkreuz
59,123,0.8560822480029922,../Dataset/Rotkreuz/Rotkreuz_2479.JPG,Rotkreuz
60,136,0.856799225235376,../Dataset/Rotkreuz/Rotkreuz_2496.JPG,Rotkreuz
61,91,0.8575839209092472,../Dataset/Horw/Horw_2447.JPG,Horw
62,137,0.8587350925398848,../Dataset/Rotkreuz/Rotkreuz_2497.JPG,Rotkreuz
63,100,0.8604022093111262,../Dataset/Rotkreuz/Rotkreuz_2455.JPG,Rotkreuz
64,151,0.8604022093111262,../Dataset/Rotkreuz/Rotkreuz_2511.JPG,Rotkreuz
65,83,0.8617846559555542,../Dataset/Horw/Horw_2439.JPG,Horw
66,50,0.8631858866830985,../Dataset/Horw/Horw_2399.JPG,Horw
67,173,0.8631858866830985,../Dataset/Rotkreuz/Rotkreuz_2534.JPG,Rotkreuz
68,94,0.8645782058872313,../Dataset/Horw/Horw_2450.JPG,Horw
69,148,0.865003439223583,../Dataset/Rotkreuz/Rotkreuz_2508.JPG,Rotkreuz
70,18,0.8651961954471679,../Dataset/Horw/Horw_2366.JPG,Horw
71,95,0.8651961954471679,../Dataset/Horw/Horw_2451.JPG,Horw
72,3,0.8671566867199583,../Dataset/Horw/Horw_2351.JPG,Horw
