,indices,scores,path,label
0,97,0.18999955,../Dataset/Rotkreuz/Horw_2427.JPG,Rotkreuz
1,8,0.2476144,../Dataset/Horw/Horw_2356.JPG,Horw
2,67,0.26092073,../Dataset/Horw/Horw_2422.JPG,Horw
3,120,0.26486757,../Dataset/Rotkreuz/Rotkreuz_2476.JPG,Rotkreuz
4,69,0.2731335,../Dataset/Horw/Horw_2424.JPG,Horw
5,66,0.27768266,../Dataset/Horw/Horw_2421.JPG,Horw
6,109,0.2990406,../Dataset/Rotkreuz/Rotkreuz_2465.JPG,Rotkreuz
7,53,0.3127089,../Dataset/Horw/Horw_2402.JPG,Horw
8,103,0.3153463,../Dataset/Rotkreuz/Rotkreuz_2458.JPG,Rotkreuz
9,75,0.3302045,../Dataset/Horw/Horw_2431.JPG,Horw
10,34,0.34655657,../Dataset/Horw/Horw_2382.JPG,Horw
11,133,0.36143726,../Dataset/Rotkreuz/Rotkreuz_2491.JPG,Rotkreuz
12,138,0.3618274,../Dataset/Rotkreuz/Rotkreuz_2498.JPG,Rotkreuz
13,50,0.3715639,../Dataset/Horw/Horw_2399.JPG,Horw
14,150,0.37809807,../Dataset/Rotkreuz/Rotkreuz_2510.JPG,Rotkreuz
15,184,0.3814075,../Dataset/Rotkreuz/Rotkreuz_2546.JPG,Rotkreuz
16,85,0.3823376,../Dataset/Horw/Horw_2441.JPG,Horw
17,129,0.38311502,../Dataset/Rotkreuz/Rotkreuz_2487.JPG,Rotkreuz
18,70,0.39212742,../Dataset/Horw/Horw_2425.JPG,Horw
19,17,0.39230752,../Dataset/Horw/Horw_2365.JPG,Horw
20,51,0.39987972,../Dataset/Horw/Horw_2400.JPG,Horw
21,25,0.40637136,../Dataset/Horw/Horw_2373.JPG,Horw
22,99,0.41539112,../Dataset/Rotkreuz/Rotkreuz_2454.JPG,Rotkreuz
23,189,0.41881374,../Dataset/Rotkreuz/Rotkreuz_9975.jpg,Rotkreuz
24,36,0.4234077,../Dataset/Horw/Horw_2384.JPG,Horw
25,4,0.4264266,../Dataset/Horw/Horw_2352.JPG,Horw
26,30,0.42823136,../Dataset/Horw/Horw_2378.JPG,Horw
