,indices,scores,path,label
0,73,0.8535152536412184,../Dataset/Horw/Horw_2429.JPG,Horw
1,96,0.8545509415048644,../Dataset/Horw/Horw_7789.jpg,Horw
2,0,0.8552627548029285,../Dataset/Horw/Horw_0517.jpg,Horw
3,97,0.8552627548029285,../Dataset/Horw/.ipynb_checkpoints/Horw_0517-checkpoint.jpg,Horw
4,6,0.8571880244689547,../Dataset/Horw/Horw_2354.JPG,Horw
5,165,0.8605371706911004,../Dataset/Rotkreuz/Rotkreuz_2524.JPG,Rotkreuz
6,177,0.8630328528077766,../Dataset/Rotkreuz/Rotkreuz_2537.JPG,Rotkreuz
7,48,0.8657464309672892,../Dataset/Horw/Horw_2396.JPG,Horw
8,51,0.8672828517417474,../Dataset/Horw/Horw_2400.JPG,Horw
9,176,0.8683036277745178,../Dataset/Rotkreuz/Rotkreuz_2536.JPG,Rotkreuz
10,35,0.8692733371958229,../Dataset/Horw/Horw_2383.JPG,Horw
11,59,0.8705413431193829,../Dataset/Horw/Horw_2412.JPG,Horw
12,61,0.872473030476087,../Dataset/Horw/Horw_2414.JPG,Horw
13,146,0.8766440773892459,../Dataset/Rotkreuz/Rotkreuz_2505.JPG,Rotkreuz
14,53,0.8786796074977967,../Dataset/Horw/Horw_2402.JPG,Horw
15,110,0.8786796074977967,../Dataset/Rotkreuz/Rotkreuz_2465.JPG,Rotkreuz
16,189,0.8816816033532032,../Dataset/Rotkreuz/Rotkreuz_2552.JPG,Rotkreuz
17,169,0.8823309759639164,../Dataset/Rotkreuz/Rotkreuz_2528.JPG,Rotkreuz
18,157,0.8834754521349062,../Dataset/Rotkreuz/Rotkreuz_2516.JPG,Rotkreuz
19,19,0.8850444430619034,../Dataset/Horw/Horw_2367.JPG,Horw
20,190,0.885640427975629,../Dataset/Rotkreuz/Rotkreuz_9975.jpg,Rotkreuz
21,20,0.8866969719027319,../Dataset/Horw/Horw_2368.JPG,Horw
22,89,0.8883617219645782,../Dataset/Horw/Horw_2445.JPG,Horw
23,47,0.8890694785151271,../Dataset/Horw/Horw_2395.JPG,Horw
24,136,0.8897893486741273,../Dataset/Rotkreuz/Rotkreuz_2495.JPG,Rotkreuz
25,39,0.8905971751036732,../Dataset/Horw/Horw_2387.JPG,Horw
26,45,0.8905971751036732,../Dataset/Horw/Horw_2393.JPG,Horw
27,64,0.891852473458887,../Dataset/Horw/Horw_2418.JPG,Horw
28,71,0.891852473458887,../Dataset/Horw/Horw_2426.JPG,Horw
29,24,0.8931913271174939,../Dataset/Horw/Horw_2372.JPG,Horw
30,22,0.8937374479602306,../Dataset/Horw/Horw_2370.JPG,Horw
31,87,0.8943930135524758,../Dataset/Horw/Horw_2443.JPG,Horw
32,13,0.8953467949701235,../Dataset/Horw/Horw_2361.JPG,Horw
33,101,0.8959102030034451,../Dataset/Rotkreuz/Rotkreuz_2455.JPG,Rotkreuz
34,170,0.8964712293018857,../Dataset/Rotkreuz/Rotkreuz_2529.JPG,Rotkreuz
35,27,0.8970338504385033,../Dataset/Horw/Horw_2375.JPG,Horw
36,46,0.897768591888187,../Dataset/Horw/Horw_2394.JPG,Horw
