,indices,scores,path,label
0,7,0.23850447,../Dataset/Horw/Horw_2356.JPG,Horw
1,72,0.28457573,../Dataset/Horw/Horw_2424.JPG,Horw
2,69,0.28782707,../Dataset/Horw/Horw_2421.JPG,Horw
3,113,0.30259112,../Dataset/Rotkreuz/Rotkreuz_2465.JPG,Rotkreuz
4,53,0.31996194,../Dataset/Horw/Horw_2402.JPG,Horw
5,107,0.3217127,../Dataset/Rotkreuz/Rotkreuz_2458.JPG,Rotkreuz
6,79,0.34540805,../Dataset/Horw/Horw_2431.JPG,Horw
7,33,0.35236466,../Dataset/Horw/Horw_2382.JPG,Horw
8,137,0.35732773,../Dataset/Rotkreuz/Rotkreuz_2491.JPG,Rotkreuz
9,142,0.36919782,../Dataset/Rotkreuz/Rotkreuz_2498.JPG,Rotkreuz
10,154,0.37419882,../Dataset/Rotkreuz/Rotkreuz_2510.JPG,Rotkreuz
11,50,0.37792382,../Dataset/Horw/Horw_2399.JPG,Horw
12,88,0.3855142,../Dataset/Horw/Horw_2441.JPG,Horw
13,16,0.38689142,../Dataset/Horw/Horw_2365.JPG,Horw
14,133,0.39193302,../Dataset/Rotkreuz/Rotkreuz_2487.JPG,Rotkreuz
15,188,0.3975558,../Dataset/Rotkreuz/Rotkreuz_2546.JPG,Rotkreuz
16,24,0.39951217,../Dataset/Horw/Horw_2373.JPG,Horw
17,51,0.40588734,../Dataset/Horw/Horw_2400.JPG,Horw
18,73,0.40984538,../Dataset/Horw/Horw_2425.JPG,Horw
19,162,0.4172717,../Dataset/Rotkreuz/Rotkreuz_2518.JPG,Rotkreuz
20,29,0.41919625,../Dataset/Horw/Horw_2378.JPG,Horw
21,130,0.42990187,../Dataset/Rotkreuz/Rotkreuz_2484.JPG,Rotkreuz
22,20,0.43334827,../Dataset/Horw/Horw_2369.JPG,Horw
23,170,0.4339136,../Dataset/Rotkreuz/Rotkreuz_2526.JPG,Rotkreuz
24,103,0.43538076,../Dataset/Rotkreuz/Rotkreuz_2454.JPG,Rotkreuz
