,indices,scores,path,label
0,20,0.7246285275474114,../Dataset/Horw/Horw_2369.JPG,Horw
1,90,0.7261144332314273,../Dataset/Horw/Horw_2443.JPG,Horw
2,56,0.7373457916341528,../Dataset/Horw/Horw_2405.JPG,Horw
3,21,0.7450817931646123,../Dataset/Horw/Horw_2370.JPG,Horw
4,54,0.7629488804659103,../Dataset/Horw/Horw_2403.JPG,Horw
5,153,0.764782352498467,../Dataset/Rotkreuz/Rotkreuz_2509.JPG,Rotkreuz
6,9,0.770636175686754,../Dataset/Horw/Horw_2358.JPG,Horw
7,64,0.7720173889037626,../Dataset/Horw/Horw_2414.JPG,Horw
8,147,0.7813555365331817,../Dataset/Rotkreuz/Rotkreuz_2503.JPG,Rotkreuz
9,154,0.784233877449803,../Dataset/Rotkreuz/Rotkreuz_2510.JPG,Rotkreuz
10,65,0.7857791126556114,../Dataset/Horw/Horw_2415.JPG,Horw
11,33,0.7906377027647662,../Dataset/Horw/Horw_2382.JPG,Horw
12,55,0.7927545377894566,../Dataset/Horw/Horw_2404.JPG,Horw
13,178,0.7944108507417411,../Dataset/Rotkreuz/Rotkreuz_2535.JPG,Rotkreuz
14,16,0.7961348329199436,../Dataset/Horw/Horw_2365.JPG,Horw
15,188,0.7961348329199436,../Dataset/Rotkreuz/Rotkreuz_2546.JPG,Rotkreuz
16,157,0.7982542705427125,../Dataset/Rotkreuz/Rotkreuz_2513.JPG,Rotkreuz
17,92,0.8019195336368893,../Dataset/Horw/Horw_2445.JPG,Horw
18,192,0.8031450095657365,../Dataset/Rotkreuz/Rotkreuz_2552.JPG,Rotkreuz
19,145,0.805356965298618,../Dataset/Rotkreuz/Rotkreuz_2501.JPG,Rotkreuz
20,93,0.8067992002413752,../Dataset/Horw/Horw_2446.JPG,Horw
21,61,0.8081952100724902,../Dataset/Horw/Horw_2411.JPG,Horw
22,88,0.8081952100724902,../Dataset/Horw/Horw_2441.JPG,Horw
23,53,0.8121355255898745,../Dataset/Horw/Horw_2402.JPG,Horw
24,100,0.8150300784475751,../Dataset/Rotkreuz/Horw_2439.JPG,Rotkreuz
25,13,0.8161013047839274,../Dataset/Horw/Horw_2362.JPG,Horw
26,140,0.8193320809219408,../Dataset/Rotkreuz/Rotkreuz_2496.JPG,Rotkreuz
27,8,0.8203599041731284,../Dataset/Horw/Horw_2357.JPG,Horw
28,76,0.8213891482586988,../Dataset/Horw/Horw_2428.JPG,Horw
29,5,0.8224976234765694,../Dataset/Horw/Horw_2354.JPG,Horw
30,66,0.8287199872200791,../Dataset/Horw/Horw_2417.JPG,Horw
31,48,0.8299408738886874,../Dataset/Horw/Horw_2397.JPG,Horw
32,14,0.8320834814458268,../Dataset/Horw/Horw_2363.JPG,Horw
33,47,0.8331846831440277,../Dataset/Horw/Horw_2396.JPG,Horw
34,62,0.8331846831440277,../Dataset/Horw/Horw_2412.JPG,Horw
35,36,0.836641354595184,../Dataset/Horw/Horw_2385.JPG,Horw
36,37,0.836641354595184,../Dataset/Horw/Horw_2386.JPG,Horw
37,74,0.8395494683935943,../Dataset/Horw/Horw_2426.JPG,Horw
38,146,0.8399437592317336,../Dataset/Rotkreuz/Rotkreuz_2502.JPG,Rotkreuz
39,165,0.8399437592317336,../Dataset/Rotkreuz/Rotkreuz_2521.JPG,Rotkreuz
40,191,0.8420112472390118,../Dataset/Rotkreuz/Rotkreuz_2549.JPG,Rotkreuz
41,133,0.8440772910015533,../Dataset/Rotkreuz/Rotkreuz_2487.JPG,Rotkreuz
42,60,0.8448524230250086,../Dataset/Horw/Horw_2410.JPG,Horw
43,50,0.8463123491424958,../Dataset/Horw/Horw_2399.JPG,Horw
44,57,0.8474851170769174,../Dataset/Horw/Horw_2406.JPG,Horw
45,25,0.8490210077049448,../Dataset/Horw/Horw_2374.JPG,Horw
46,160,0.8504115129093819,../Dataset/Rotkreuz/Rotkreuz_2516.JPG,Rotkreuz
47,71,0.8515039103365785,../Dataset/Horw/Horw_2423.JPG,Horw
48,15,0.8523357908508892,../Dataset/Horw/Horw_2364.JPG,Horw
49,91,0.8534911872767913,../Dataset/Horw/Horw_2444.JPG,Horw
